sender_pseudo,msgs,anomalies,non_anom,trust_raw,trust_blend
6504956,2,2,0,0.25,0.027763973707250103
6104956,2,2,0,0.25,0.027763973707250103
4104956,2,2,0,0.25,0.027763973707250103
3904956,2,2,0,0.25,0.027763973707250103
3804956,2,2,0,0.25,0.027763973707250103
6704956,2,2,0,0.25,0.027763973707250103
3704956,2,2,0,0.25,0.027763973707250103
5804956,2,2,0,0.25,0.027763973707250103
8304956,2,2,0,0.25,0.027763973707250103
7404956,2,2,0,0.25,0.027763973707250103
8204956,2,2,0,0.25,0.027763973707250103
4304956,3,3,0,0.2,0.02802738734284757
4604956,3,3,0,0.2,0.02802738734284757
5004956,3,3,0,0.2,0.02802738734284757
5404956,3,3,0,0.2,0.02802738734284757
5704956,3,3,0,0.2,0.02802738734284757
5504956,3,3,0,0.2,0.02802738734284757
4504956,3,3,0,0.2,0.02802738734284757
5104956,3,3,0,0.2,0.02802738734284757
4404956,3,3,0,0.2,0.02802738734284757
5604956,3,3,0,0.2,0.02802738734284757
5204956,3,3,0,0.2,0.02802738734284757
5304956,3,3,0,0.2,0.02802738734284757
4004956,3,3,0,0.2,0.02802738734284757
4704956,3,3,0,0.2,0.02802738734284757
4904956,3,3,0,0.2,0.02802738734284757
4804956,3,3,0,0.2,0.02802738734284757
10452,26,0,26,0.9642857142857143,0.3212688386124655
107231,88,0,88,0.9888888888888889,0.4487031149635084
10933,116,0,116,0.9915254237288136,0.47731630640552153
105735,125,0,125,0.9921259842519685,0.485037811101204
105495,137,0,137,0.9928057553956835,0.4945000870017862
106995,165,0,165,0.9940119760479041,0.5136633594408434
102735,224,0,224,0.995575221238938,0.5450771151898428
104055,259,0,259,0.9961685823754789,0.5599613278415783
10331,400,0,400,0.9975124378109452,0.6044069179516088
106035,434,0,434,0.9977064220183486,0.6127325471415609
10692,500,0,500,0.99800796812749,0.6271689112503495
105375,530,0,530,0.9981203007518797,0.6331072855785523
103695,559,0,559,0.9982174688057041,0.6385346377713997
10392,614,0,614,0.9983766233766234,0.6480914958699646
102855,658,0,658,0.9984848484848485,0.6551364355347685
106095,683,0,683,0.9985401459854014,0.6589311512948993
103635,717,0,717,0.9986091794158554,0.6638738038616241
101533,763,0,763,0.9986928104575163,0.6701985455526184
101473,768,0,768,0.9987012987012988,0.6708627969764973
102435,780,0,780,0.9987212276214834,0.672439438350952
103575,885,0,885,0.9988726042841037,0.6852783351905269
102195,986,0,986,0.9989878542510121,0.6962590578997138
103935,1069,0,1069,0.9990662931839402,0.7044682982313182
101053,1088,0,1088,0.9990825688073395,0.7062574019070659
102375,1095,0,1095,0.9990884229717412,0.7069086518282628
102255,1106,0,1106,0.9990974729241877,0.7079236501685761
104355,1149,0,1149,0.9991311902693311,0.7117964631785658
